Wavelength	OC32S		O13CS		OC33S		OC34S	
nm	cm2	1s	cm2	1s	cm2	1s	cm2	1s
229.74	2.40619E-19	6.81231E-22	2.36051E-19	7.88989E-22	2.39892E-19	3.20359E-22	2.40530E-19	3.20662E-22
229.72	2.40798E-19	6.73902E-22	2.36482E-19	9.65853E-22	2.40227E-19	5.38939E-22	2.41290E-19	6.26302E-22
229.7	2.41705E-19	7.97923E-22	2.37372E-19	7.61986E-22	2.40891E-19	2.99210E-22	2.42285E-19	8.05623E-22
229.68	2.42348E-19	6.51919E-22	2.38098E-19	5.33829E-22	2.41931E-19	4.22336E-22	2.42760E-19	7.74289E-22
229.66	2.43085E-19	2.92355E-22	2.38725E-19	8.86465E-22	2.42498E-19	6.28532E-22	2.43831E-19	7.55025E-22
229.64	2.43686E-19	5.66404E-22	2.39116E-19	5.69851E-22	2.43380E-19	8.47966E-22	2.44542E-19	7.26113E-22
229.62	2.44755E-19	6.10538E-22	2.40315E-19	7.14810E-22	2.44353E-19	5.94614E-22	2.45486E-19	6.15627E-22
229.6	2.45584E-19	6.70247E-22	2.41260E-19	3.79502E-22	2.45105E-19	4.81961E-22	2.46598E-19	4.88363E-22
229.58	2.46715E-19	4.69618E-22	2.42203E-19	6.59927E-22	2.46330E-19	5.81531E-22	2.47758E-19	5.86383E-22
229.56	2.47645E-19	8.74370E-22	2.42658E-19	6.52092E-22	2.47627E-19	4.81509E-22	2.48818E-19	5.40446E-22
229.54	2.48700E-19	5.80714E-22	2.43323E-19	8.20907E-22	2.48552E-19	6.78029E-22	2.49734E-19	1.05405E-21
229.52	2.49534E-19	6.58153E-22	2.43997E-19	7.25344E-22	2.49008E-19	7.23900E-22	2.49576E-19	4.62117E-22
229.5	2.49949E-19	6.36456E-22	2.43977E-19	1.11866E-21	2.49702E-19	6.36897E-22	2.50351E-19	5.45113E-22
229.48	2.50386E-19	5.13664E-22	2.44045E-19	9.10577E-22	2.49930E-19	4.51355E-22	2.50322E-19	6.30241E-22
229.46	2.50638E-19	5.62333E-22	2.44713E-19	6.34529E-22	2.50131E-19	4.50885E-22	2.51049E-19	6.50384E-22
229.44	2.50641E-19	9.49827E-22	2.45005E-19	8.44545E-22	2.50012E-19	2.78239E-22	2.50611E-19	3.61568E-22
229.42	2.50046E-19	8.69370E-22	2.45125E-19	6.96226E-22	2.49863E-19	5.63318E-22	2.50857E-19	4.55365E-22
229.4	2.50673E-19	6.88161E-22	2.45425E-19	4.77239E-22	2.50241E-19	6.53194E-22	2.51259E-19	6.40251E-22
229.38	2.50508E-19	4.23577E-22	2.45999E-19	2.97622E-22	2.50428E-19	4.63246E-22	2.51149E-19	6.84322E-22
229.36	2.50837E-19	5.31963E-22	2.46082E-19	3.46833E-22	2.50808E-19	2.83520E-22	2.51639E-19	5.15629E-22
229.34	2.51219E-19	7.52282E-22	2.46700E-19	8.61018E-22	2.51046E-19	5.77301E-22	2.51823E-19	4.34307E-22
229.32	2.51867E-19	4.52447E-22	2.46594E-19	6.52328E-22	2.51521E-19	5.55773E-22	2.52433E-19	7.64423E-22
229.3	2.52013E-19	8.00815E-22	2.47088E-19	2.67486E-22	2.51795E-19	5.49903E-22	2.52816E-19	7.43361E-22
229.28	2.52415E-19	4.09433E-22	2.47116E-19	8.18199E-22	2.51982E-19	5.01991E-22	2.52731E-19	6.86738E-22
229.26	2.52650E-19	7.26284E-22	2.47241E-19	7.84512E-22	2.52074E-19	4.62901E-22	2.52922E-19	4.79561E-22
229.24	2.52827E-19	7.77691E-22	2.46787E-19	4.11505E-22	2.52399E-19	6.39368E-22	2.53330E-19	5.56005E-22
229.22	2.53133E-19	7.57433E-22	2.47218E-19	7.52982E-22	2.52792E-19	4.84988E-22	2.53393E-19	6.48620E-22
229.2	2.53572E-19	6.46253E-22	2.47111E-19	5.96884E-22	2.53051E-19	7.63902E-22	2.53405E-19	5.45399E-22
229.18	2.53692E-19	7.01286E-22	2.46858E-19	3.96329E-22	2.53280E-19	5.88387E-22	2.53934E-19	3.47186E-22
229.16	2.54040E-19	5.92881E-22	2.47312E-19	6.71979E-22	2.53162E-19	6.42648E-22	2.54014E-19	5.69980E-22
229.14	2.54197E-19	5.16037E-22	2.47236E-19	8.74816E-22	2.53493E-19	6.70644E-22	2.54000E-19	9.14984E-22
229.12	2.54370E-19	4.89738E-22	2.47435E-19	5.73541E-22	2.53518E-19	6.15292E-22	2.54060E-19	5.34612E-22
229.1	2.54558E-19	5.35986E-22	2.47489E-19	7.44401E-22	2.53807E-19	6.10254E-22	2.54428E-19	5.37913E-22
229.08	2.54577E-19	7.10038E-22	2.47717E-19	6.38980E-22	2.53946E-19	5.46590E-22	2.54611E-19	8.21180E-22
229.06	2.54535E-19	5.31491E-22	2.47678E-19	5.49166E-22	2.54082E-19	4.89700E-22	2.54921E-19	6.24641E-22
229.04	2.55088E-19	8.18938E-22	2.47610E-19	7.47427E-22	2.54248E-19	3.81090E-22	2.54860E-19	8.17669E-22
229.02	2.55372E-19	7.62371E-22	2.47886E-19	7.77409E-22	2.54399E-19	4.63391E-22	2.55185E-19	7.35455E-22
229	2.55302E-19	5.44262E-22	2.47499E-19	6.42736E-22	2.54468E-19	6.22158E-22	2.55333E-19	6.46568E-22
228.98	2.55236E-19	5.11565E-22	2.47354E-19	6.33928E-22	2.54270E-19	4.89258E-22	2.55143E-19	5.77436E-22
228.96	2.55265E-19	4.73858E-22	2.47184E-19	4.91913E-22	2.54431E-19	3.62115E-22	2.54873E-19	7.75498E-22
228.94	2.55117E-19	4.79695E-22	2.47393E-19	4.80355E-22	2.54120E-19	4.16545E-22	2.54971E-19	5.14739E-22
228.92	2.54802E-19	5.71777E-22	2.47532E-19	7.20156E-22	2.54238E-19	4.50518E-22	2.54698E-19	7.75247E-22
228.9	2.54759E-19	5.18206E-22	2.47372E-19	4.49283E-22	2.54099E-19	3.13640E-22	2.55257E-19	9.53102E-22
228.88	2.54695E-19	7.74018E-22	2.47827E-19	6.76658E-22	2.54156E-19	5.18132E-22	2.55182E-19	8.20330E-22
228.86	2.55010E-19	4.90002E-22	2.48135E-19	6.69757E-22	2.54530E-19	4.36112E-22	2.55641E-19	7.03550E-22
228.84	2.55177E-19	6.05094E-22	2.48515E-19	7.36561E-22	2.54492E-19	3.71366E-22	2.55485E-19	4.90898E-22
228.82	2.55358E-19	7.15324E-22	2.48821E-19	8.89820E-22	2.54626E-19	5.63410E-22	2.55956E-19	5.87094E-22
228.8	2.55828E-19	7.22744E-22	2.49461E-19	8.25267E-22	2.55093E-19	4.99069E-22	2.56049E-19	2.55098E-22
228.78	2.56188E-19	6.81711E-22	2.50107E-19	9.41958E-22	2.55590E-19	4.50345E-22	2.56743E-19	4.08607E-22
228.76	2.56549E-19	4.10557E-22	2.50929E-19	1.02464E-21	2.56279E-19	4.54319E-22	2.57123E-19	4.88741E-22
228.74	2.56827E-19	2.71720E-22	2.51478E-19	6.78546E-22	2.56518E-19	4.05995E-22	2.57695E-19	4.04390E-22
228.72	2.57421E-19	4.66909E-22	2.52127E-19	5.39553E-22	2.57003E-19	4.79082E-22	2.58022E-19	6.30784E-22
228.7	2.58142E-19	7.31895E-22	2.53105E-19	7.88684E-22	2.57563E-19	5.70803E-22	2.58483E-19	6.98041E-22
228.68	2.58598E-19	4.67195E-22	2.54166E-19	5.87430E-22	2.58299E-19	4.81638E-22	2.59442E-19	8.17372E-22
228.66	2.59419E-19	1.97054E-22	2.55045E-19	7.11945E-22	2.59087E-19	5.06264E-22	2.60196E-19	8.70310E-22
228.64	2.60230E-19	7.24291E-22	2.55850E-19	6.53550E-22	2.59534E-19	5.62110E-22	2.60542E-19	4.78828E-22
228.62	2.60944E-19	5.08886E-22	2.56718E-19	5.38080E-22	2.60059E-19	5.95206E-22	2.61556E-19	6.84918E-22
228.6	2.61740E-19	3.98746E-22	2.57489E-19	8.76460E-22	2.61142E-19	7.48129E-22	2.62001E-19	4.99599E-22
228.58	2.62547E-19	6.14951E-22	2.58203E-19	7.18535E-22	2.61817E-19	8.23802E-22	2.62329E-19	5.17857E-22
228.56	2.62991E-19	5.44062E-22	2.58697E-19	6.34703E-22	2.62283E-19	5.91034E-22	2.63004E-19	4.40009E-22
228.54	2.63502E-19	3.33802E-22	2.58508E-19	8.21888E-22	2.62755E-19	5.50307E-22	2.63213E-19	3.91393E-22
228.52	2.64171E-19	3.19152E-22	2.58602E-19	1.01156E-21	2.63233E-19	6.72153E-22	2.63206E-19	5.31236E-22
228.5	2.64824E-19	4.11764E-22	2.58565E-19	6.99367E-22	2.63453E-19	5.69018E-22	2.63609E-19	5.75224E-22
228.48	2.65078E-19	7.65709E-22	2.58614E-19	8.41219E-22	2.63732E-19	4.53057E-22	2.63729E-19	4.87137E-22
228.46	2.65243E-19	4.86767E-22	2.58604E-19	4.80062E-22	2.63807E-19	5.88968E-22	2.63806E-19	4.89822E-22
228.44	2.65410E-19	6.08783E-22	2.58777E-19	7.70937E-22	2.63799E-19	3.89825E-22	2.63865E-19	6.05244E-22
228.42	2.65604E-19	9.30118E-22	2.58765E-19	6.75258E-22	2.63957E-19	5.66996E-22	2.64229E-19	9.59127E-22
228.4	2.65800E-19	6.64192E-22	2.59251E-19	5.54887E-22	2.64044E-19	6.17587E-22	2.64203E-19	5.72861E-22
228.38	2.65720E-19	6.61642E-22	2.59212E-19	8.75312E-22	2.64110E-19	5.60910E-22	2.64191E-19	4.63034E-22
228.36	2.65982E-19	5.39476E-22	2.59615E-19	7.38340E-22	2.64056E-19	4.75576E-22	2.64545E-19	4.91675E-22
228.34	2.65999E-19	6.95817E-22	2.59783E-19	5.37695E-22	2.64451E-19	5.88746E-22	2.65038E-19	3.15871E-22
228.32	2.66133E-19	6.56551E-22	2.59933E-19	4.59972E-22	2.64935E-19	5.20740E-22	2.65615E-19	1.15967E-21
228.3	2.66413E-19	6.45534E-22	2.59588E-19	3.75016E-22	2.65020E-19	4.94918E-22	2.65491E-19	7.77619E-22
228.28	2.66204E-19	9.58562E-22	2.59255E-19	4.54218E-22	2.64761E-19	5.61546E-22	2.65465E-19	5.76292E-22
228.26	2.65707E-19	1.48445E-21	2.58755E-19	8.59533E-22	2.64386E-19	4.06206E-22	2.64968E-19	7.34845E-22
228.24	2.65047E-19	1.48534E-21	2.57529E-19	8.78349E-22	2.63841E-19	4.24269E-22	2.64101E-19	6.86405E-22
228.22	2.64082E-19	1.38133E-21	2.56842E-19	8.52810E-22	2.63285E-19	5.18411E-22	2.63791E-19	9.60669E-22
228.2	2.63443E-19	1.15745E-21	2.56380E-19	6.30394E-22	2.62535E-19	8.07298E-22	2.63116E-19	9.78182E-22
228.18	2.63029E-19	7.39970E-22	2.56304E-19	7.05198E-22	2.61955E-19	7.24658E-22	2.62766E-19	5.72202E-22
228.16	2.62812E-19	5.99212E-22	2.55958E-19	6.81942E-22	2.61860E-19	6.15618E-22	2.62400E-19	5.46305E-22
228.14	2.62566E-19	7.03009E-22	2.55958E-19	8.81425E-22	2.61836E-19	4.28097E-22	2.62099E-19	4.66088E-22
228.12	2.62487E-19	6.96118E-22	2.56071E-19	6.77607E-22	2.61899E-19	4.78732E-22	2.62389E-19	6.42904E-22
228.1	2.62651E-19	7.95925E-22	2.56311E-19	7.92026E-22	2.62064E-19	6.37240E-22	2.62656E-19	7.17676E-22
228.08	2.62820E-19	7.98278E-22	2.56767E-19	7.12167E-22	2.62328E-19	5.17014E-22	2.62768E-19	4.44060E-22
228.06	2.63274E-19	6.00675E-22	2.56914E-19	5.16181E-22	2.62552E-19	3.86335E-22	2.62980E-19	6.44410E-22
228.04	2.63267E-19	6.92211E-22	2.57016E-19	5.63107E-22	2.62766E-19	4.00681E-22	2.62981E-19	4.57522E-22
228.02	2.63634E-19	7.12318E-22	2.57322E-19	5.65231E-22	2.62834E-19	4.17629E-22	2.63398E-19	5.01307E-22
228	2.64036E-19	5.51644E-22	2.57623E-19	5.98038E-22	2.63010E-19	4.59950E-22	2.63605E-19	5.68106E-22
227.98	2.64258E-19	5.84831E-22	2.57744E-19	5.06063E-22	2.63111E-19	4.40214E-22	2.63779E-19	6.84283E-22
227.96	2.64546E-19	5.56956E-22	2.57930E-19	7.28175E-22	2.63317E-19	4.02721E-22	2.64059E-19	4.95210E-22
227.94	2.65032E-19	5.03342E-22	2.58426E-19	7.28728E-22	2.63861E-19	4.78207E-22	2.64571E-19	6.38231E-22
227.92	2.64984E-19	3.15062E-22	2.58895E-19	5.54044E-22	2.64095E-19	6.73689E-22	2.64956E-19	4.98828E-22
227.9	2.65294E-19	4.82169E-22	2.58531E-19	6.90896E-22	2.64349E-19	7.08289E-22	2.65033E-19	6.44917E-22
227.88	2.65645E-19	7.68059E-22	2.58653E-19	6.22880E-22	2.64505E-19	4.28239E-22	2.65110E-19	6.33680E-22
227.86	2.65953E-19	6.51690E-22	2.58674E-19	1.10575E-21	2.64720E-19	3.87843E-22	2.65552E-19	6.61748E-22
227.84	2.65866E-19	7.23334E-22	2.58840E-19	1.09446E-21	2.64830E-19	6.43824E-22	2.66005E-19	7.03203E-22
227.82	2.66190E-19	6.80619E-22	2.59103E-19	5.84163E-22	2.65022E-19	6.24791E-22	2.66141E-19	2.86598E-22
227.8	2.66199E-19	5.36326E-22	2.59062E-19	6.37438E-22	2.65346E-19	3.34871E-22	2.66370E-19	2.01497E-22
227.78	2.66162E-19	5.92416E-22	2.59024E-19	6.77792E-22	2.65613E-19	3.65607E-22	2.66698E-19	6.72234E-22
227.76	2.66482E-19	6.59797E-22	2.58861E-19	7.46107E-22	2.65652E-19	4.11376E-22	2.66630E-19	9.21126E-22
227.74	2.66482E-19	5.09408E-22	2.58985E-19	6.40864E-22	2.65680E-19	5.38438E-22	2.66558E-19	6.99085E-22
227.72	2.66397E-19	8.33452E-22	2.58991E-19	6.64369E-22	2.65573E-19	4.90398E-22	2.66410E-19	7.66919E-22
227.7	2.66454E-19	1.06542E-21	2.58816E-19	5.54691E-22	2.65510E-19	1.26803E-22	2.66191E-19	4.37375E-22
227.68	2.66529E-19	9.67554E-22	2.58581E-19	6.12867E-22	2.65414E-19	1.70937E-22	2.66092E-19	5.68618E-22
227.66	2.66199E-19	7.79907E-22	2.58394E-19	6.73098E-22	2.65248E-19	4.18247E-22	2.65979E-19	6.95066E-22
227.64	2.66025E-19	6.63079E-22	2.58588E-19	5.04079E-22	2.65220E-19	6.47155E-22	2.65880E-19	7.38432E-22
227.62	2.65630E-19	8.44049E-22	2.58426E-19	4.38471E-22	2.65103E-19	6.32201E-22	2.65562E-19	7.46906E-22
227.6	2.65339E-19	1.00495E-21	2.58222E-19	5.37903E-22	2.65018E-19	6.67528E-22	2.65034E-19	4.02300E-22
227.58	2.65270E-19	7.88946E-22	2.58107E-19	4.77754E-22	2.64707E-19	6.83065E-22	2.65090E-19	4.90331E-22
227.56	2.65054E-19	8.57575E-22	2.57939E-19	4.65457E-22	2.64472E-19	7.80478E-22	2.64887E-19	6.48166E-22
227.54	2.64884E-19	1.04230E-21	2.57856E-19	6.41737E-22	2.64350E-19	7.05294E-22	2.64597E-19	6.17708E-22
227.52	2.64793E-19	6.51122E-22	2.58009E-19	8.44586E-22	2.64176E-19	4.76540E-22	2.64446E-19	5.09308E-22
227.5	2.64943E-19	4.61896E-22	2.57939E-19	9.09019E-22	2.63969E-19	5.36810E-22	2.64011E-19	6.00971E-22
227.48	2.64701E-19	6.67737E-22	2.58139E-19	4.81556E-22	2.63663E-19	4.85523E-22	2.63989E-19	5.09609E-22
227.46	2.64379E-19	5.46024E-22	2.58249E-19	7.47243E-22	2.63567E-19	7.08696E-22	2.63991E-19	4.78284E-22
227.44	2.64336E-19	6.77157E-22	2.58419E-19	6.04355E-22	2.63362E-19	5.89446E-22	2.64090E-19	5.82683E-22
227.42	2.64363E-19	9.32442E-22	2.58453E-19	4.97031E-22	2.63136E-19	3.62174E-22	2.64250E-19	6.27195E-22
227.4	2.64420E-19	5.64314E-22	2.58608E-19	6.34630E-22	2.63332E-19	3.48775E-22	2.64132E-19	5.83604E-22
227.38	2.64600E-19	5.52887E-22	2.58975E-19	7.78362E-22	2.63386E-19	3.98394E-22	2.64338E-19	5.04894E-22
227.36	2.64609E-19	5.34722E-22	2.59231E-19	9.24132E-22	2.63477E-19	3.62601E-22	2.64681E-19	5.56703E-22
227.34	2.64637E-19	4.57676E-22	2.59554E-19	8.94474E-22	2.63725E-19	4.28956E-22	2.64817E-19	5.32638E-22
227.32	2.64573E-19	7.84821E-22	2.59983E-19	7.60762E-22	2.64092E-19	5.80865E-22	2.65154E-19	5.57571E-22
227.3	2.64811E-19	6.49894E-22	2.60364E-19	9.73069E-22	2.64504E-19	4.40487E-22	2.65896E-19	8.19446E-22
227.28	2.65299E-19	3.08346E-22	2.61188E-19	9.23272E-22	2.64817E-19	4.75026E-22	2.66580E-19	5.88356E-22
227.26	2.65904E-19	3.11291E-22	2.62324E-19	5.91468E-22	2.65331E-19	5.79717E-22	2.67118E-19	4.25829E-22
227.24	2.66201E-19	6.43614E-22	2.63253E-19	9.30474E-22	2.65879E-19	3.41403E-22	2.67958E-19	5.26782E-22
227.22	2.66431E-19	9.43462E-22	2.64415E-19	8.72156E-22	2.66659E-19	4.23050E-22	2.69006E-19	3.42773E-22
227.2	2.67188E-19	1.01500E-21	2.65735E-19	8.25151E-22	2.67988E-19	6.54425E-22	2.70720E-19	3.13219E-22
227.18	2.68388E-19	8.95350E-22	2.67340E-19	1.24371E-21	2.69349E-19	6.50133E-22	2.72549E-19	4.06950E-22
227.16	2.69782E-19	1.01739E-21	2.69087E-19	1.61910E-21	2.70808E-19	5.96482E-22	2.74337E-19	3.50120E-22
227.14	2.70888E-19	9.16155E-22	2.71029E-19	1.73642E-21	2.72731E-19	5.95627E-22	2.76351E-19	4.52452E-22
227.12	2.72511E-19	9.59670E-22	2.72891E-19	1.47765E-21	2.74913E-19	7.27525E-22	2.78671E-19	5.77284E-22
227.1	2.74463E-19	1.27482E-21	2.75128E-19	1.54269E-21	2.76922E-19	6.67509E-22	2.81513E-19	6.04321E-22
227.08	2.76730E-19	1.61099E-21	2.78053E-19	1.53318E-21	2.79346E-19	6.81447E-22	2.84498E-19	7.08869E-22
227.06	2.79145E-19	1.87571E-21	2.80963E-19	1.13008E-21	2.82015E-19	8.03782E-22	2.87259E-19	7.37591E-22
227.04	2.81625E-19	1.80150E-21	2.83560E-19	1.19080E-21	2.85100E-19	7.60695E-22	2.89802E-19	4.83885E-22
227.02	2.84504E-19	1.97873E-21	2.85970E-19	1.32171E-21	2.87909E-19	9.06917E-22	2.92360E-19	5.67805E-22
227	2.87480E-19	2.12717E-21	2.88203E-19	1.08935E-21	2.90570E-19	8.15571E-22	2.94660E-19	8.59303E-22
226.98	2.90417E-19	2.11484E-21	2.89987E-19	1.02417E-21	2.93098E-19	6.10192E-22	2.96503E-19	7.77673E-22
226.96	2.93192E-19	1.70004E-21	2.91099E-19	8.32960E-22	2.95225E-19	6.75290E-22	2.97733E-19	6.69097E-22
226.94	2.95486E-19	1.30808E-21	2.91900E-19	8.56659E-22	2.96642E-19	6.75857E-22	2.98332E-19	7.01656E-22
226.92	2.97355E-19	1.20256E-21	2.92278E-19	8.84878E-22	2.97533E-19	4.88179E-22	2.98368E-19	7.48487E-22
226.9	2.98177E-19	6.45081E-22	2.92178E-19	4.78550E-22	2.97959E-19	4.19059E-22	2.97839E-19	8.23702E-22
226.88	2.98574E-19	5.97314E-22	2.91402E-19	5.77375E-22	2.97422E-19	6.33740E-22	2.96939E-19	8.80795E-22
226.86	2.98940E-19	6.85963E-22	2.90448E-19	7.02347E-22	2.96835E-19	7.79377E-22	2.95870E-19	8.15438E-22
226.84	2.98448E-19	8.42498E-22	2.89549E-19	6.79765E-22	2.96063E-19	6.26842E-22	2.94967E-19	6.99976E-22
226.82	2.97584E-19	1.24186E-21	2.88145E-19	5.68491E-22	2.95126E-19	4.38614E-22	2.93885E-19	5.79501E-22
226.8	2.96119E-19	1.33175E-21	2.86772E-19	4.82591E-22	2.93786E-19	4.37040E-22	2.92714E-19	6.16200E-22
226.78	2.95054E-19	1.50990E-21	2.85483E-19	7.27556E-22	2.92265E-19	5.15876E-22	2.91540E-19	6.61149E-22
226.76	2.94149E-19	1.47465E-21	2.84220E-19	6.74611E-22	2.91040E-19	5.96177E-22	2.90329E-19	5.03035E-22
226.74	2.92762E-19	9.73390E-22	2.83324E-19	6.26260E-22	2.90030E-19	5.41395E-22	2.89684E-19	5.51283E-22
226.72	2.91887E-19	1.33905E-21	2.82631E-19	6.97241E-22	2.89498E-19	4.64517E-22	2.88993E-19	6.38869E-22
226.7	2.90780E-19	1.08343E-21	2.81755E-19	6.22999E-22	2.88984E-19	7.01632E-22	2.88320E-19	7.62299E-22
226.68	2.89712E-19	1.24335E-21	2.81052E-19	7.80942E-22	2.87785E-19	5.35796E-22	2.87584E-19	8.25449E-22
226.66	2.88761E-19	1.30578E-21	2.80297E-19	8.50341E-22	2.86861E-19	6.84343E-22	2.86974E-19	7.20386E-22
226.64	2.88039E-19	1.52104E-21	2.79556E-19	7.52822E-22	2.86490E-19	5.19523E-22	2.86576E-19	7.02956E-22
226.62	2.87099E-19	1.35877E-21	2.79088E-19	4.90544E-22	2.85667E-19	5.56942E-22	2.86175E-19	6.74121E-22
226.6	2.86501E-19	1.29212E-21	2.78462E-19	4.62926E-22	2.85133E-19	8.09514E-22	2.85481E-19	6.12049E-22
226.58	2.85834E-19	1.48054E-21	2.78038E-19	6.88579E-22	2.84602E-19	6.51428E-22	2.84948E-19	5.80359E-22
226.56	2.85343E-19	1.30196E-21	2.77506E-19	6.92908E-22	2.83958E-19	5.60544E-22	2.84538E-19	6.70899E-22
226.54	2.85074E-19	8.44092E-22	2.77167E-19	7.02934E-22	2.83615E-19	4.52994E-22	2.84008E-19	7.92040E-22
226.52	2.84614E-19	6.74660E-22	2.76979E-19	9.08440E-22	2.83020E-19	5.01329E-22	2.83506E-19	6.98074E-22
226.5	2.84160E-19	1.02079E-21	2.76624E-19	8.35013E-22	2.82729E-19	4.64928E-22	2.83026E-19	6.81672E-22
226.48	2.83529E-19	1.01488E-21	2.76015E-19	8.95986E-22	2.81882E-19	5.32180E-22	2.82683E-19	9.17567E-22
226.46	2.82876E-19	9.22448E-22	2.75631E-19	6.97215E-22	2.81557E-19	4.00929E-22	2.82286E-19	7.04707E-22
226.44	2.82625E-19	8.15422E-22	2.75574E-19	6.25525E-22	2.81402E-19	5.09359E-22	2.81778E-19	5.35923E-22
226.42	2.82471E-19	1.03504E-21	2.75133E-19	8.89139E-22	2.81250E-19	4.62095E-22	2.81378E-19	7.25641E-22
226.4	2.82131E-19	7.19076E-22	2.75111E-19	7.04447E-22	2.80823E-19	4.69077E-22	2.81347E-19	8.12267E-22
226.38	2.81638E-19	1.02716E-21	2.75105E-19	7.78921E-22	2.80381E-19	4.95277E-22	2.81063E-19	8.58537E-22
226.36	2.81268E-19	7.13449E-22	2.74823E-19	8.26693E-22	2.80139E-19	5.48237E-22	2.80664E-19	5.43078E-22
226.34	2.81064E-19	6.28235E-22	2.74657E-19	7.42426E-22	2.79678E-19	7.77257E-22	2.80386E-19	4.60405E-22
226.32	2.80677E-19	7.26864E-22	2.74818E-19	6.41196E-22	2.79371E-19	7.44074E-22	2.80204E-19	5.26008E-22
226.3	2.80307E-19	8.41529E-22	2.74617E-19	6.88480E-22	2.79422E-19	4.76347E-22	2.80095E-19	5.86332E-22
226.28	2.80091E-19	6.97677E-22	2.74675E-19	9.24639E-22	2.79415E-19	5.91170E-22	2.80025E-19	5.24754E-22
226.26	2.80112E-19	7.29791E-22	2.75024E-19	9.02302E-22	2.79463E-19	6.44842E-22	2.80044E-19	5.37749E-22
226.24	2.79859E-19	7.41925E-22	2.75432E-19	7.51481E-22	2.79033E-19	8.71959E-22	2.80162E-19	4.18172E-22
226.22	2.79534E-19	8.28811E-22	2.76091E-19	4.27379E-22	2.79092E-19	5.82336E-22	2.80739E-19	6.07868E-22
226.2	2.79802E-19	4.96697E-22	2.76546E-19	7.01047E-22	2.79091E-19	8.29982E-22	2.81119E-19	5.84209E-22
226.18	2.80188E-19	3.34478E-22	2.77039E-19	8.82375E-22	2.79455E-19	7.34122E-22	2.81346E-19	5.68784E-22
226.16	2.80202E-19	6.01631E-22	2.77710E-19	8.50962E-22	2.79564E-19	6.41368E-22	2.81745E-19	6.47460E-22
226.14	2.80468E-19	5.77046E-22	2.78735E-19	9.54329E-22	2.79948E-19	3.29259E-22	2.81831E-19	3.18027E-22
226.12	2.80535E-19	7.35831E-22	2.79928E-19	6.26624E-22	2.80598E-19	4.07526E-22	2.82654E-19	6.37021E-22
226.1	2.80720E-19	5.40096E-22	2.80905E-19	1.04019E-21	2.80849E-19	3.68140E-22	2.83528E-19	7.32469E-22
226.08	2.81178E-19	5.46937E-22	2.82034E-19	9.75873E-22	2.81478E-19	5.25743E-22	2.83753E-19	5.58743E-22
226.06	2.81871E-19	8.38460E-22	2.83376E-19	1.02752E-21	2.82087E-19	7.27141E-22	2.84340E-19	4.25628E-22
226.04	2.82493E-19	5.69954E-22	2.84565E-19	9.42085E-22	2.82717E-19	4.22036E-22	2.85432E-19	7.67408E-22
226.02	2.83164E-19	5.82402E-22	2.85716E-19	1.03711E-21	2.83691E-19	6.18952E-22	2.86132E-19	9.16964E-22
226	2.84230E-19	8.44501E-22	2.86669E-19	1.12633E-21	2.84513E-19	4.47492E-22	2.86984E-19	9.25799E-22
225.98	2.84787E-19	1.18467E-21	2.87736E-19	1.03750E-21	2.85261E-19	6.20515E-22	2.88242E-19	4.90453E-22
225.96	2.85561E-19	8.26623E-22	2.87694E-19	9.26204E-22	2.86303E-19	6.49362E-22	2.89060E-19	4.05893E-22
225.94	2.86832E-19	6.08653E-22	2.87593E-19	8.93650E-22	2.87488E-19	5.04826E-22	2.90529E-19	6.04497E-22
225.92	2.88055E-19	7.34279E-22	2.87359E-19	7.26158E-22	2.89079E-19	7.10814E-22	2.91467E-19	6.06405E-22
225.9	2.89113E-19	1.13852E-21	2.86758E-19	5.34065E-22	2.89922E-19	7.32457E-22	2.92473E-19	7.57312E-22
225.88	2.90502E-19	8.72102E-22	2.86014E-19	6.07331E-22	2.91407E-19	6.88463E-22	2.93743E-19	7.88940E-22
225.86	2.91576E-19	9.75955E-22	2.85229E-19	6.87987E-22	2.92161E-19	5.76539E-22	2.94209E-19	4.35722E-22
225.84	2.92680E-19	6.64117E-22	2.84641E-19	5.19040E-22	2.92824E-19	5.27313E-22	2.94421E-19	7.06558E-22
225.82	2.93194E-19	6.28708E-22	2.84432E-19	4.71715E-22	2.93240E-19	5.06285E-22	2.94879E-19	8.29036E-22
225.8	2.93619E-19	6.37996E-22	2.84209E-19	6.74969E-22	2.93590E-19	5.69718E-22	2.94896E-19	6.88382E-22
225.78	2.93769E-19	4.34414E-22	2.84014E-19	9.71333E-22	2.93284E-19	6.67777E-22	2.94314E-19	7.07458E-22
225.76	2.93594E-19	3.15874E-22	2.83984E-19	7.70449E-22	2.93166E-19	4.54210E-22	2.93743E-19	6.89307E-22
225.74	2.93436E-19	7.94887E-22	2.83979E-19	6.95781E-22	2.92764E-19	6.18281E-22	2.93569E-19	7.85860E-22
225.72	2.93402E-19	9.27802E-22	2.84043E-19	7.42292E-22	2.92624E-19	5.96278E-22	2.93427E-19	7.68596E-22
225.7	2.92874E-19	8.21365E-22	2.83904E-19	5.38452E-22	2.92099E-19	4.21952E-22	2.93028E-19	7.80405E-22
225.68	2.92652E-19	1.04075E-21	2.83799E-19	7.86184E-22	2.91619E-19	7.53538E-22	2.92728E-19	6.67113E-22
225.66	2.92799E-19	1.02181E-21	2.84037E-19	5.99580E-22	2.91297E-19	5.00193E-22	2.92333E-19	6.45992E-22
