Wavelength	OC32S		O13CS		OC33S		OC34S	
nm	cm2	1s	cm2	1s	cm2	1s	cm2	1s
245.62	3.50187E-20	5.29350E-22	3.30707E-20	6.92592E-22	3.48846E-20	3.61125E-22	3.46048E-20	3.72245E-22
245.6	3.49808E-20	6.21383E-22	3.31871E-20	7.89349E-22	3.51639E-20	3.40163E-22	3.48731E-20	3.82250E-22
245.58	3.52038E-20	5.52245E-22	3.33327E-20	6.42300E-22	3.53477E-20	4.46086E-22	3.49784E-20	4.00748E-22
245.56	3.55181E-20	6.92026E-22	3.34423E-20	6.01144E-22	3.52456E-20	7.31030E-22	3.51476E-20	5.28435E-22
245.54	3.55767E-20	6.14209E-22	3.37001E-20	6.12619E-22	3.55683E-20	5.85391E-22	3.51945E-20	3.04797E-22
245.52	3.58660E-20	5.15498E-22	3.38239E-20	7.32302E-22	3.54619E-20	6.87715E-22	3.55332E-20	3.35079E-22
245.5	3.57621E-20	4.80155E-22	3.38485E-20	6.55583E-22	3.57449E-20	3.94043E-22	3.56202E-20	3.22824E-22
245.48	3.59302E-20	6.80539E-22	3.39000E-20	7.72814E-22	3.57417E-20	5.84079E-22	3.54182E-20	4.38122E-22
245.46	3.62228E-20	6.46796E-22	3.37471E-20	5.83217E-22	3.58476E-20	4.72144E-22	3.56129E-20	5.16996E-22
245.44	3.62427E-20	5.40243E-22	3.39078E-20	6.64065E-22	3.60046E-20	4.57690E-22	3.56048E-20	5.02243E-22
245.42	3.66307E-20	5.88126E-22	3.43530E-20	6.99737E-22	3.61440E-20	3.77915E-22	3.56493E-20	4.40125E-22
245.4	3.64819E-20	1.74066E-22	3.42095E-20	6.83452E-22	3.62455E-20	5.82791E-22	3.60091E-20	4.00479E-22
245.38	3.65847E-20	2.64956E-22	3.44478E-20	8.50656E-22	3.61190E-20	4.04991E-22	3.62064E-20	5.01507E-22
245.36	3.67587E-20	1.94642E-22	3.47571E-20	6.11645E-22	3.63597E-20	3.11153E-22	3.60850E-20	4.33910E-22
245.34	3.68572E-20	2.93237E-22	3.49548E-20	5.96467E-22	3.64501E-20	5.64926E-22	3.65042E-20	2.79885E-22
245.32	3.67281E-20	5.21578E-22	3.48295E-20	7.57478E-22	3.67232E-20	6.20822E-22	3.65877E-20	2.06396E-22
245.3	3.70737E-20	4.22689E-22	3.49500E-20	8.27630E-22	3.65301E-20	5.42200E-22	3.64953E-20	4.83332E-22
245.28	3.72561E-20	4.51717E-22	3.47458E-20	7.11586E-22	3.68695E-20	5.82419E-22	3.66024E-20	3.74243E-22
245.26	3.71384E-20	3.34630E-22	3.49046E-20	6.64017E-22	3.71024E-20	4.61446E-22	3.68097E-20	2.65628E-22
245.24	3.73662E-20	6.10426E-22	3.51740E-20	8.07435E-22	3.68175E-20	4.29760E-22	3.67835E-20	3.20976E-22
245.22	3.73345E-20	6.91296E-22	3.52588E-20	7.23690E-22	3.68331E-20	4.45475E-22	3.70479E-20	3.50132E-22
245.2	3.73686E-20	6.27603E-22	3.53196E-20	5.77158E-22	3.72583E-20	5.25893E-22	3.72378E-20	3.59092E-22
245.18	3.76816E-20	3.12307E-22	3.54486E-20	3.91367E-22	3.72384E-20	5.02954E-22	3.74014E-20	3.76921E-22
245.16	3.76536E-20	8.08021E-22	3.57346E-20	9.17911E-22	3.74254E-20	3.94240E-22	3.75882E-20	4.33877E-22
245.14	3.80871E-20	4.77040E-22	3.59224E-20	8.22517E-22	3.73718E-20	5.37864E-22	3.76140E-20	6.11511E-22
245.12	3.77132E-20	6.58672E-22	3.59951E-20	7.90616E-22	3.76658E-20	4.38403E-22	3.75284E-20	3.92538E-22
245.1	3.80339E-20	6.56548E-22	3.57369E-20	5.28679E-22	3.79200E-20	6.01195E-22	3.78518E-20	3.60005E-22
245.08	3.80982E-20	4.74612E-22	3.58625E-20	6.49270E-22	3.80156E-20	6.16993E-22	3.79556E-20	4.42316E-22
245.06	3.82268E-20	3.99442E-22	3.60300E-20	6.70987E-22	3.80536E-20	6.88822E-22	3.79492E-20	4.49225E-22
245.04	3.84528E-20	1.91730E-22	3.60837E-20	4.19564E-22	3.84533E-20	3.94087E-22	3.79227E-20	2.81690E-22
245.02	3.85831E-20	2.81696E-22	3.62890E-20	4.83408E-22	3.83804E-20	4.84353E-22	3.80710E-20	3.70724E-22
245	3.84211E-20	1.00880E-21	3.64764E-20	6.66766E-22	3.84856E-20	5.69144E-22	3.83064E-20	4.47630E-22
244.98	3.87479E-20	5.85016E-22	3.67082E-20	7.89313E-22	3.87963E-20	5.88898E-22	3.83632E-20	6.28914E-22
244.96	3.90338E-20	4.66002E-22	3.66913E-20	7.69826E-22	3.86301E-20	4.35722E-22	3.85914E-20	3.11306E-22
244.94	3.91633E-20	1.62974E-22	3.68715E-20	7.77138E-22	3.87480E-20	5.35299E-22	3.87647E-20	5.27339E-22
244.92	3.90147E-20	2.31509E-22	3.69510E-20	9.65769E-22	3.90226E-20	3.20462E-22	3.88415E-20	4.02730E-22
244.9	3.90080E-20	4.91779E-22	3.68601E-20	6.08617E-22	3.90869E-20	6.63172E-22	3.86949E-20	2.38033E-22
244.88	3.91213E-20	5.04113E-22	3.70158E-20	6.42211E-22	3.93463E-20	4.97873E-22	3.89771E-20	2.82488E-22
244.86	3.92965E-20	5.09294E-22	3.71071E-20	6.58745E-22	3.92854E-20	5.44564E-22	3.92587E-20	3.10885E-22
244.84	3.95201E-20	8.07029E-22	3.73116E-20	7.42249E-22	3.91954E-20	3.71046E-22	3.91846E-20	5.24046E-22
244.82	3.98256E-20	2.53692E-22	3.73930E-20	5.39435E-22	3.94851E-20	5.16131E-22	3.91725E-20	1.63461E-22
244.8	3.98627E-20	4.58066E-22	3.74239E-20	6.98497E-22	3.92941E-20	4.70142E-22	3.94359E-20	3.53065E-22
244.78	3.98051E-20	6.52951E-22	3.74719E-20	5.20319E-22	3.95141E-20	6.39486E-22	3.95052E-20	2.47577E-22
244.76	3.99900E-20	1.71562E-22	3.77901E-20	5.93975E-22	3.96411E-20	6.26069E-22	3.95721E-20	2.15420E-22
244.74	4.02215E-20	3.67153E-22	3.78441E-20	6.36183E-22	3.98810E-20	6.18890E-22	3.96018E-20	3.73631E-22
244.72	4.03192E-20	6.53415E-22	3.79409E-20	6.34163E-22	3.98401E-20	3.84742E-22	3.97104E-20	4.04866E-22
244.7	4.02171E-20	6.81680E-22	3.77951E-20	7.28057E-22	4.00752E-20	7.07139E-22	3.98065E-20	2.67337E-22
244.68	4.01860E-20	8.72407E-22	3.83173E-20	7.82410E-22	3.99897E-20	5.96546E-22	4.03652E-20	4.53861E-22
244.66	4.02360E-20	7.91924E-22	3.82250E-20	6.96233E-22	4.03007E-20	4.83739E-22	4.02218E-20	5.11870E-22
244.64	4.05466E-20	4.17389E-22	3.84385E-20	8.25012E-22	4.02788E-20	3.53139E-22	4.02507E-20	4.14013E-22
244.62	4.03841E-20	5.90294E-22	3.83978E-20	5.73688E-22	4.05131E-20	5.21145E-22	4.04324E-20	5.25522E-22
244.6	4.08105E-20	4.63871E-22	3.85484E-20	7.58071E-22	4.03604E-20	4.54366E-22	4.06538E-20	3.83651E-22
244.58	4.09731E-20	5.38315E-22	3.87311E-20	8.85277E-22	4.05693E-20	4.11631E-22	4.06521E-20	3.17000E-22
244.56	4.11324E-20	2.59383E-22	3.87145E-20	8.60111E-22	4.09109E-20	5.15050E-22	4.05706E-20	2.43465E-22
244.54	4.11108E-20	4.84644E-22	3.87207E-20	6.72195E-22	4.07428E-20	4.29120E-22	4.09096E-20	5.79740E-22
244.52	4.13311E-20	2.48260E-22	3.87070E-20	7.85383E-22	4.09554E-20	6.20944E-22	4.07576E-20	5.78639E-22
244.5	4.13175E-20	6.86149E-22	3.92661E-20	9.31965E-22	4.10967E-20	4.76995E-22	4.12313E-20	7.17326E-22
244.48	4.14753E-20	3.33069E-22	3.90448E-20	5.93618E-22	4.14410E-20	4.35594E-22	4.15548E-20	5.59425E-22
244.46	4.13799E-20	2.66377E-22	3.91557E-20	7.05608E-22	4.13486E-20	6.61382E-22	4.12840E-20	1.94176E-22
244.44	4.17418E-20	2.96621E-22	3.96190E-20	8.80651E-22	4.15527E-20	3.40339E-22	4.15479E-20	5.28206E-22
244.42	4.16967E-20	3.59308E-22	3.94058E-20	8.45779E-22	4.17272E-20	4.45195E-22	4.16612E-20	4.63984E-22
244.4	4.19723E-20	7.06006E-22	3.97242E-20	7.65294E-22	4.15456E-20	5.30981E-22	4.15471E-20	7.51876E-22
244.38	4.20025E-20	4.70162E-22	3.96912E-20	6.16886E-22	4.18463E-20	2.62692E-22	4.17782E-20	6.26873E-22
244.36	4.19637E-20	6.29013E-22	3.95619E-20	6.45553E-22	4.19855E-20	5.01897E-22	4.18309E-20	4.29191E-22
244.34	4.24123E-20	6.41784E-22	3.98875E-20	7.82165E-22	4.19681E-20	5.83909E-22	4.20308E-20	2.99490E-22
244.32	4.23076E-20	2.08182E-22	4.00692E-20	6.57996E-22	4.22029E-20	4.85013E-22	4.20833E-20	6.50153E-22
244.3	4.23748E-20	4.80896E-22	4.00926E-20	7.15787E-22	4.24483E-20	5.67635E-22	4.18460E-20	4.27563E-22
244.28	4.28997E-20	3.35459E-22	4.01910E-20	5.93795E-22	4.24668E-20	6.42325E-22	4.21381E-20	4.74698E-22
244.26	4.29012E-20	7.10711E-22	4.04977E-20	6.89012E-22	4.28549E-20	3.94098E-22	4.23681E-20	4.18264E-22
244.24	4.30025E-20	6.09997E-22	4.05884E-20	8.46627E-22	4.27336E-20	4.93660E-22	4.24094E-20	4.08660E-22
244.22	4.29783E-20	4.42133E-22	4.06242E-20	7.55859E-22	4.27066E-20	6.62988E-22	4.24454E-20	5.45901E-22
244.2	4.33792E-20	9.71881E-22	4.06607E-20	6.44506E-22	4.27581E-20	5.10311E-22	4.26589E-20	5.52460E-22
244.18	4.33163E-20	2.66282E-22	4.07483E-20	7.28058E-22	4.27339E-20	5.52444E-22	4.28783E-20	5.98600E-22
244.16	4.33978E-20	4.98304E-22	4.09930E-20	4.55507E-22	4.27882E-20	3.89298E-22	4.28899E-20	4.62404E-22
244.14	4.35917E-20	4.31771E-22	4.10787E-20	6.33124E-22	4.32252E-20	4.18684E-22	4.29694E-20	2.65555E-22
244.12	4.36023E-20	3.50348E-22	4.12306E-20	6.86748E-22	4.30757E-20	5.92031E-22	4.31934E-20	2.75842E-22
244.1	4.37141E-20	3.91979E-22	4.15400E-20	8.05630E-22	4.32279E-20	2.85223E-22	4.31841E-20	2.63219E-22
244.08	4.39035E-20	4.84069E-22	4.14967E-20	6.22174E-22	4.35007E-20	4.65487E-22	4.35077E-20	3.03202E-22
244.06	4.42085E-20	2.73012E-22	4.16175E-20	4.26273E-22	4.35277E-20	5.24787E-22	4.38045E-20	3.49591E-22
244.04	4.42926E-20	4.33640E-22	4.18594E-20	8.97019E-22	4.38809E-20	4.89866E-22	4.37742E-20	3.69872E-22
244.02	4.41108E-20	4.80416E-22	4.20243E-20	8.08156E-22	4.40107E-20	5.34077E-22	4.39862E-20	2.88106E-22
244	4.43571E-20	4.88149E-22	4.19670E-20	5.47087E-22	4.43388E-20	6.19755E-22	4.40834E-20	3.75924E-22
243.98	4.43509E-20	6.65796E-22	4.22644E-20	6.36215E-22	4.45904E-20	4.43471E-22	4.43667E-20	2.81084E-22
243.96	4.49794E-20	3.97833E-22	4.23851E-20	5.96587E-22	4.45431E-20	5.02455E-22	4.43997E-20	3.54161E-22
243.94	4.50522E-20	3.68675E-22	4.24665E-20	6.38413E-22	4.47914E-20	5.38094E-22	4.47744E-20	4.63294E-22
243.92	4.51912E-20	5.88267E-22	4.25482E-20	6.40917E-22	4.48573E-20	6.24360E-22	4.49341E-20	3.00211E-22
243.9	4.52641E-20	2.35356E-22	4.29235E-20	6.72767E-22	4.51217E-20	4.35714E-22	4.53516E-20	4.44261E-22
243.88	4.54374E-20	3.20807E-22	4.32289E-20	1.02366E-21	4.54014E-20	5.13658E-22	4.53193E-20	5.30367E-22
243.86	4.56058E-20	2.98324E-22	4.33534E-20	8.60286E-22	4.56151E-20	5.01411E-22	4.52488E-20	3.92140E-22
243.84	4.58486E-20	3.88621E-22	4.34550E-20	5.84261E-22	4.56075E-20	5.31483E-22	4.56127E-20	2.39145E-22
243.82	4.61948E-20	3.39090E-22	4.36643E-20	7.76897E-22	4.57427E-20	5.82277E-22	4.56992E-20	3.77209E-22
243.8	4.61882E-20	2.52809E-22	4.37783E-20	7.11404E-22	4.60545E-20	6.08754E-22	4.58600E-20	2.95034E-22
243.78	4.64540E-20	1.92374E-22	4.40430E-20	7.87739E-22	4.63608E-20	4.34470E-22	4.61234E-20	3.80889E-22
243.76	4.70128E-20	4.83356E-22	4.41473E-20	9.27043E-22	4.64852E-20	4.75412E-22	4.62525E-20	2.41806E-22
243.74	4.68504E-20	3.46851E-22	4.42433E-20	6.74725E-22	4.66391E-20	6.97546E-22	4.63152E-20	4.03012E-22
243.72	4.69947E-20	2.24140E-22	4.46075E-20	6.97758E-22	4.66482E-20	6.32538E-22	4.63432E-20	2.93565E-22
243.7	4.71561E-20	3.13218E-22	4.45527E-20	7.99999E-22	4.67774E-20	5.96849E-22	4.67265E-20	5.09042E-22
243.68	4.73080E-20	5.37249E-22	4.48147E-20	7.95625E-22	4.71101E-20	5.43028E-22	4.67999E-20	6.36319E-22
243.66	4.73717E-20	3.69083E-22	4.51222E-20	6.92878E-22	4.72240E-20	5.09798E-22	4.70815E-20	4.58827E-22
243.64	4.78764E-20	1.06025E-22	4.50256E-20	6.82398E-22	4.74003E-20	4.41082E-22	4.72710E-20	4.72152E-22
243.62	4.78780E-20	4.47484E-22	4.53071E-20	6.90211E-22	4.76456E-20	3.78236E-22	4.71562E-20	2.83038E-22
243.6	4.80850E-20	1.46915E-22	4.52201E-20	6.29038E-22	4.77379E-20	6.06680E-22	4.75242E-20	4.44953E-22
243.58	4.81975E-20	2.14424E-22	4.56278E-20	5.79761E-22	4.79403E-20	6.24555E-22	4.76085E-20	3.37362E-22
243.56	4.83337E-20	4.35942E-22	4.58452E-20	7.48094E-22	4.79660E-20	5.76139E-22	4.78957E-20	3.45807E-22
243.54	4.85898E-20	3.94845E-22	4.60395E-20	7.05620E-22	4.81377E-20	4.57305E-22	4.80614E-20	3.33971E-22
243.52	4.86358E-20	3.73580E-22	4.62619E-20	6.84060E-22	4.82860E-20	4.30749E-22	4.83938E-20	3.16165E-22
243.5	4.90811E-20	5.83080E-22	4.63464E-20	9.83449E-22	4.84538E-20	4.31894E-22	4.83879E-20	3.89483E-22
243.48	4.90921E-20	6.51152E-22	4.67143E-20	8.14957E-22	4.85817E-20	4.17577E-22	4.87571E-20	3.33152E-22
243.46	4.90967E-20	5.47990E-22	4.66450E-20	9.15985E-22	4.87950E-20	4.58037E-22	4.88569E-20	5.43159E-22
243.44	4.94318E-20	8.17713E-23	4.67141E-20	8.14818E-22	4.90387E-20	5.68690E-22	4.90026E-20	3.35360E-22
243.42	4.94578E-20	3.06096E-22	4.69999E-20	7.98356E-22	4.90977E-20	4.86184E-22	4.93218E-20	5.98348E-22
243.4	4.95485E-20	6.41215E-22	4.71207E-20	6.77996E-22	4.93242E-20	4.53924E-22	4.95444E-20	2.13926E-22
243.38	4.97209E-20	6.81778E-22	4.71378E-20	6.62765E-22	4.96023E-20	3.99087E-22	4.95502E-20	3.82027E-22
243.36	5.00582E-20	3.62071E-22	4.74144E-20	5.89281E-22	4.96385E-20	4.60871E-22	4.97459E-20	2.36218E-22
243.34	5.02773E-20	2.11214E-22	4.75710E-20	6.75450E-22	4.98950E-20	5.94017E-22	4.98285E-20	3.09993E-22
243.32	5.02982E-20	6.42658E-22	4.75965E-20	7.13571E-22	5.01569E-20	5.07382E-22	4.99782E-20	3.09825E-22
243.3	5.03979E-20	5.13210E-22	4.78360E-20	6.21887E-22	5.02298E-20	4.86040E-22	5.01514E-20	3.64018E-22
243.28	5.05852E-20	4.55479E-22	4.79760E-20	8.21107E-22	5.03307E-20	5.27312E-22	5.02464E-20	3.80481E-22
243.26	5.06713E-20	2.19115E-22	4.79723E-20	6.62771E-22	5.05983E-20	4.25994E-22	5.02511E-20	4.22669E-22
243.24	5.10482E-20	4.48239E-22	4.81314E-20	6.91134E-22	5.07665E-20	4.44431E-22	5.06338E-20	5.04688E-22
243.22	5.09960E-20	5.38342E-22	4.83474E-20	9.25622E-22	5.08877E-20	4.87602E-22	5.07121E-20	3.08984E-22
243.2	5.10776E-20	4.94244E-22	4.84036E-20	6.34601E-22	5.11081E-20	5.54688E-22	5.10133E-20	2.61440E-22
243.18	5.13817E-20	3.78839E-22	4.86234E-20	6.78121E-22	5.12532E-20	5.69499E-22	5.10788E-20	3.43084E-22
243.16	5.15192E-20	2.23651E-22	4.87162E-20	8.54078E-22	5.13205E-20	6.19418E-22	5.11047E-20	4.64085E-22
243.14	5.18073E-20	4.38524E-22	4.88488E-20	8.74654E-22	5.14388E-20	6.17065E-22	5.12633E-20	5.25512E-22
243.12	5.18785E-20	3.82483E-22	4.89784E-20	7.17924E-22	5.16023E-20	5.80683E-22	5.14305E-20	4.94610E-22
243.1	5.20088E-20	4.19232E-22	4.90867E-20	6.38430E-22	5.17184E-20	5.11553E-22	5.15633E-20	4.59883E-22
243.08	5.22077E-20	5.01739E-22	4.92718E-20	7.78028E-22	5.18975E-20	6.33771E-22	5.16170E-20	6.90739E-22
243.06	5.23426E-20	5.24946E-22	4.92231E-20	6.99934E-22	5.21672E-20	5.80186E-22	5.17621E-20	5.08024E-22
243.04	5.25497E-20	4.68460E-22	4.93920E-20	5.87994E-22	5.21795E-20	4.97656E-22	5.20493E-20	3.90992E-22
243.02	5.25762E-20	5.70324E-22	4.97063E-20	7.48487E-22	5.23441E-20	5.18758E-22	5.20983E-20	4.04189E-22
243	5.30104E-20	7.05453E-22	4.98128E-20	6.17927E-22	5.25178E-20	4.67407E-22	5.23807E-20	2.98642E-22
242.98	5.30074E-20	6.92823E-22	4.99184E-20	7.15648E-22	5.25018E-20	6.22642E-22	5.24303E-20	4.08504E-22
242.96	5.29479E-20	6.19544E-22	5.00455E-20	7.49597E-22	5.26408E-20	5.55339E-22	5.25502E-20	4.29415E-22
242.94	5.31922E-20	3.30147E-22	5.04171E-20	9.33134E-22	5.28303E-20	4.32125E-22	5.26991E-20	4.91096E-22
242.92	5.35803E-20	3.09138E-22	5.06363E-20	5.54189E-22	5.29216E-20	5.77717E-22	5.27729E-20	4.64318E-22
242.9	5.36575E-20	4.82306E-22	5.06888E-20	4.69834E-22	5.31049E-20	6.31207E-22	5.29837E-20	6.22203E-22
242.88	5.36272E-20	5.22661E-22	5.12973E-20	6.64968E-22	5.34816E-20	4.14230E-22	5.32679E-20	3.19061E-22
242.86	5.37611E-20	5.63268E-22	5.12365E-20	6.53961E-22	5.36754E-20	3.50075E-22	5.34000E-20	4.40136E-22
242.84	5.41228E-20	3.52764E-22	5.13782E-20	6.61600E-22	5.37441E-20	3.96709E-22	5.38246E-20	6.25944E-22
242.82	5.44164E-20	3.04994E-22	5.15718E-20	5.18216E-22	5.39377E-20	5.39982E-22	5.41253E-20	4.47222E-22
242.8	5.46170E-20	3.25231E-22	5.18843E-20	6.48358E-22	5.42547E-20	7.22235E-22	5.41145E-20	3.69270E-22
242.78	5.49373E-20	2.15241E-22	5.20733E-20	7.52774E-22	5.43656E-20	7.31881E-22	5.42746E-20	3.20628E-22
242.76	5.51357E-20	5.14585E-22	5.22210E-20	8.56493E-22	5.45083E-20	6.32904E-22	5.46392E-20	3.31489E-22
242.74	5.51037E-20	6.12993E-22	5.23933E-20	9.25659E-22	5.47256E-20	5.75429E-22	5.49681E-20	3.51445E-22
242.72	5.49519E-20	6.57590E-22	5.24782E-20	1.07218E-21	5.48668E-20	5.95096E-22	5.50927E-20	3.68611E-22
242.7	5.50991E-20	5.59140E-22	5.26555E-20	9.89607E-22	5.50857E-20	5.13189E-22	5.51335E-20	3.24396E-22
242.68	5.55505E-20	5.80760E-22	5.28277E-20	6.92039E-22	5.53704E-20	4.79435E-22	5.54137E-20	3.47295E-22
242.66	5.58161E-20	3.54721E-22	5.29339E-20	4.69108E-22	5.56275E-20	3.98542E-22	5.56720E-20	5.01361E-22
242.64	5.60070E-20	3.40620E-22	5.30203E-20	7.75044E-22	5.57598E-20	6.03115E-22	5.57932E-20	3.94052E-22
242.62	5.61817E-20	5.50646E-22	5.33482E-20	9.06501E-22	5.59500E-20	6.74173E-22	5.59554E-20	2.50577E-22
242.6	5.63631E-20	6.65999E-22	5.35532E-20	6.82614E-22	5.63021E-20	5.74306E-22	5.61729E-20	3.52464E-22
242.58	5.65424E-20	6.91326E-22	5.35903E-20	5.88166E-22	5.64859E-20	4.72535E-22	5.61487E-20	2.45753E-22
242.56	5.67778E-20	6.31912E-22	5.38567E-20	5.14053E-22	5.66786E-20	5.76955E-22	5.65274E-20	3.62223E-22
242.54	5.70955E-20	5.81605E-22	5.40681E-20	6.18627E-22	5.68750E-20	4.37027E-22	5.67468E-20	3.77440E-22
242.52	5.73594E-20	3.30727E-22	5.42350E-20	6.98192E-22	5.69509E-20	3.43046E-22	5.66744E-20	3.95738E-22
242.5	5.74924E-20	3.48386E-22	5.43174E-20	6.71169E-22	5.71627E-20	5.28645E-22	5.68625E-20	3.81887E-22
242.48	5.76341E-20	3.72626E-22	5.44648E-20	7.15443E-22	5.74532E-20	3.83806E-22	5.70661E-20	4.24185E-22
242.46	5.78988E-20	4.89998E-22	5.47076E-20	8.01106E-22	5.75781E-20	3.59348E-22	5.73192E-20	3.78423E-22
242.44	5.81470E-20	6.70727E-22	5.50742E-20	7.30951E-22	5.77008E-20	4.46927E-22	5.75115E-20	2.58843E-22
242.42	5.80964E-20	4.82956E-22	5.52518E-20	6.38533E-22	5.78918E-20	4.59198E-22	5.76470E-20	1.59816E-22
242.4	5.81794E-20	4.94556E-22	5.52922E-20	6.60142E-22	5.80637E-20	4.82964E-22	5.78470E-20	3.10992E-22
242.38	5.83964E-20	4.95432E-22	5.55313E-20	7.87983E-22	5.81130E-20	5.30960E-22	5.80283E-20	3.29790E-22
242.36	5.87544E-20	5.62867E-22	5.58309E-20	6.85126E-22	5.83333E-20	5.48792E-22	5.82589E-20	2.33536E-22
242.34	5.90130E-20	6.64371E-22	5.59582E-20	5.49641E-22	5.86595E-20	4.55412E-22	5.83277E-20	5.06919E-22
242.32	5.92044E-20	4.49013E-22	5.63086E-20	7.42329E-22	5.87219E-20	4.54065E-22	5.85058E-20	4.22051E-22
242.3	5.94694E-20	7.42783E-23	5.65190E-20	7.67765E-22	5.88644E-20	4.51648E-22	5.87464E-20	3.02493E-22
242.28	5.96882E-20	2.04745E-22	5.67085E-20	7.66457E-22	5.90847E-20	3.82004E-22	5.90227E-20	3.12277E-22
242.26	5.99079E-20	5.84948E-22	5.69288E-20	9.06553E-22	5.93614E-20	5.39504E-22	5.93793E-20	2.68905E-22
242.24	6.00068E-20	4.97013E-22	5.68938E-20	8.46532E-22	5.96011E-20	6.21972E-22	5.94518E-20	2.84521E-22
242.22	6.00759E-20	5.78198E-22	5.71017E-20	7.41044E-22	5.97803E-20	5.44905E-22	5.96978E-20	2.16845E-22
242.2	6.02657E-20	7.13383E-22	5.71766E-20	5.55309E-22	5.99072E-20	5.09228E-22	5.98755E-20	4.33341E-22
242.18	6.04889E-20	6.61586E-22	5.73026E-20	5.10895E-22	5.98982E-20	5.16640E-22	6.02036E-20	4.43034E-22
242.16	6.06737E-20	6.02578E-22	5.76245E-20	8.42395E-22	5.99384E-20	6.34754E-22	6.04203E-20	4.30478E-22
242.14	6.08684E-20	4.73430E-22	5.76901E-20	7.98932E-22	6.03641E-20	6.95993E-22	6.04902E-20	3.45315E-22
242.12	6.10554E-20	5.01717E-22	5.78570E-20	6.39133E-22	6.06215E-20	5.81136E-22	6.09199E-20	4.03024E-22
242.1	6.12716E-20	6.84615E-22	5.81203E-20	7.09849E-22	6.07229E-20	6.14982E-22	6.11559E-20	4.30418E-22
242.08	6.14543E-20	5.67309E-22	5.83613E-20	6.87492E-22	6.10165E-20	4.43637E-22	6.11072E-20	4.04238E-22
242.06	6.14917E-20	4.39748E-22	5.86479E-20	7.00046E-22	6.13600E-20	4.17723E-22	6.13324E-20	3.39831E-22
242.04	6.16967E-20	3.99889E-22	5.88907E-20	4.92363E-22	6.15195E-20	5.91049E-22	6.15716E-20	3.96579E-22
242.02	6.19311E-20	3.35638E-22	5.89523E-20	4.37015E-22	6.18576E-20	4.98427E-22	6.16070E-20	4.44209E-22
242	6.21767E-20	3.19127E-22	5.91627E-20	5.29313E-22	6.19434E-20	6.39340E-22	6.18515E-20	4.52162E-22
241.98	6.23840E-20	3.04576E-22	5.92920E-20	6.33734E-22	6.21357E-20	6.52646E-22	6.21198E-20	4.44147E-22
241.96	6.26238E-20	4.55405E-22	5.94705E-20	6.95081E-22	6.23460E-20	6.27940E-22	6.23212E-20	3.69032E-22
241.94	6.29268E-20	4.05748E-22	5.98274E-20	6.80464E-22	6.24895E-20	7.30945E-22	6.25907E-20	1.68081E-22
241.92	6.32319E-20	2.40569E-22	5.99269E-20	6.71202E-22	6.29762E-20	6.61793E-22	6.28213E-20	4.18984E-22
241.9	6.33436E-20	2.76220E-22	6.00731E-20	7.66519E-22	6.31533E-20	5.50571E-22	6.28543E-20	4.25127E-22
241.88	6.33019E-20	6.48637E-22	6.02961E-20	7.39365E-22	6.32873E-20	5.75162E-22	6.29632E-20	4.67234E-22
241.86	6.36110E-20	7.49393E-22	6.05959E-20	7.03223E-22	6.36323E-20	5.00071E-22	6.30388E-20	4.40322E-22
241.84	6.40037E-20	5.02618E-22	6.07544E-20	6.08731E-22	6.36281E-20	4.29442E-22	6.34211E-20	4.96984E-22
241.82	6.43292E-20	3.75048E-22	6.09290E-20	6.85434E-22	6.38639E-20	5.28818E-22	6.35967E-20	4.43051E-22
241.8	6.44718E-20	2.20755E-22	6.11381E-20	6.77260E-22	6.39612E-20	5.50191E-22	6.37897E-20	5.12166E-22
241.78	6.44756E-20	1.46383E-22	6.12294E-20	5.42305E-22	6.40154E-20	5.04000E-22	6.41428E-20	5.40859E-22
241.76	6.48032E-20	4.81596E-22	6.13297E-20	6.18459E-22	6.43001E-20	4.75143E-22	6.42883E-20	4.06085E-22
241.74	6.49254E-20	7.05557E-22	6.17817E-20	6.59043E-22	6.46660E-20	5.26318E-22	6.41545E-20	3.65768E-22
241.72	6.51278E-20	5.87671E-22	6.20576E-20	6.60356E-22	6.47630E-20	3.67157E-22	6.43098E-20	2.97811E-22
241.7	6.54005E-20	3.87406E-22	6.21841E-20	7.04653E-22	6.47800E-20	4.02760E-22	6.47888E-20	4.13166E-22
241.68	6.56569E-20	4.58559E-22	6.22352E-20	6.80736E-22	6.49103E-20	4.73172E-22	6.51208E-20	6.18714E-22
241.66	6.57927E-20	4.02668E-22	6.24149E-20	8.01487E-22	6.51171E-20	5.54975E-22	6.51674E-20	5.75463E-22
241.64	6.57526E-20	3.66229E-22	6.25843E-20	7.65817E-22	6.53900E-20	4.99722E-22	6.51058E-20	3.52171E-22
241.62	6.60396E-20	1.39492E-22	6.27049E-20	6.23523E-22	6.55729E-20	4.27056E-22	6.55581E-20	2.06640E-22
241.6	6.61503E-20	1.38118E-22	6.29741E-20	6.90621E-22	6.56720E-20	5.24581E-22	6.57987E-20	2.87556E-22
241.58	6.62489E-20	2.81993E-22	6.29590E-20	6.56092E-22	6.58464E-20	4.76496E-22	6.60127E-20	2.61596E-22
241.56	6.64692E-20	3.08215E-22	6.30360E-20	6.41128E-22	6.60745E-20	4.81324E-22	6.63381E-20	3.85514E-22
241.54	6.67279E-20	4.50451E-22	6.33391E-20	6.60731E-22	6.62585E-20	4.15052E-22	6.64653E-20	4.87177E-22
